Hebrew,Niqqud,Transliteration,Translation,Niqqud_Length
כיפת הסלע,כִּפַּת הַסֶּלַע ,kippat hassela‘,Dome of the Rock,17
הר הבית,הַר הַבַּיִת ,har habbayit,Temple Mount,13
הכותל המערבי,הַכֹּתֶל הַמַּעֲרָבִי ,hakkotel hamma‘aravi,The Western Wall,22
מערת המכפלה,מְעָרַת הַמַּכְפֵּלָה,mᵉ‘arat hammakhpela,Cave of the Patriarchs,21
הר ציון,הַר צִיּוֹן,har tziyyon,Mount Zion,11
הר הזיתים,הַר הַזֵּיתִים,har hazzeitim,Mount of Olives,14
מסגד אל-אקצא,מִסְגַּד אֵל-אַקְצָא,misgad ’el-’aqtza’,Al-Aqsa Mosque,20
כנסיית הקבר,כְּנֵסִיַּת הַקֶּבֶר,knesiyyat haqqever,Church of the Holy Sepulchre,20
נשמה,נְשָׁמָה,nᵉshama,soul,8
נצרות,נַצְרוּת,natzrut,Christianity,8
אסלאם,אִיסְלָאם,’isla’m,Islam,9
יהדות,יַהֲדוּת,yahadut,Judaism,8
משיח,מָּשִׁיחַ,mashiaḥ,Messiah,9
מקדש,מִקְדָּשׁ,miqdash,temple,9
מקדשים,מִקְדָּשִׁים,miqdashim,temples,12
תפילה,תְּפִילָה,tfila,prayer,9
תפילות,תְּפִילוֹת,tfilot,prayers,10
אלָה,אֵלָה,’ela,godess,5
מלאך,מַלְאָךְ,mal’akh,angel,8
מלאכים,מַלְאָכִים,mal’akhim,angels,10
קדוש,קָדוֹשׁ,qadosh,"holy (m, s)",7
קדושה,קְדוֹשָׁה,qᵉdosha,"holy (f, s)",9
קדושים,קְּדוֹשִׁים,qdoshim,"saint (m, p)",11
קדושות,קְדוֹשׁוֹת,qᵉdoshot,"saint (f, pl)",10
נוצרי,נוֹצְרִי,notzri,"Christian (m, s)",8
נוצרים,נָצְרִיִּים,natzᵉriyyim,"Christian (m, p)",11
מוסלמי,מוּסְלִמִי,muslimi,"Muslim (m, s)",10
מוסלמים,מֻסְלְמִיִּים,muslᵉmiyyim,"Muslims (m, p)",13
אל,אֵלִ,’el,god,4
אלים,אֵלִים,’elim,gods,6
אלוהים,אלוֹהִים,e’lohim,God (Judaism),8
בודהיסטי,בּוּדְהִיסְטִי,budhisti,Buddhist,14
אמונה,אֱמוּנָה,’emuna,faith,8
יהודי,יְהוּדִי,yᵉhudi,"Jewish (m, s)",8
יהודים,יְהוּדִיִּים,yᵉhudiyyim,"Jewish (m, p)",12
דתי,דָּתִי,dati,"religious (m, s)",6
דתיה,דָּתִיָּה,datiyya,"religious (f, s)",9
דתיים,דָתִיַּים,datiyyim,"religious (m, p)",9
דתיות,דָּתִיּוֹת,datiyyot,"religious (f, p)",10
דת,דָּת,dat,religion,4
דתות,דָּתוֹת,datot,religions,7
חילוני,חִילוֹנִי,ḥiloni,"secular (m, s)",9
חילונים,חִילוֹנִיִּים,ḥiloniyyim,"secular (m, p)",13
חילוניות,חִילוֹנִיּוֹת,ḥiloniyyot,"secular (f, p)",13
רוחני,רוּחָנִי,ruḥani,spiritual,8
רקדן,רַקְדָן,raqdan,dancer,7
סרטים,סְרָטִים,sratim,movies,8
אפקטים,אֶפֶקְטים,’efeqtym,effects,9
תסריט,תַּסְרִיט,tasrit,script,9
סטודיו,סְטוּדְיוֹ,studyo,studio,10
במה,בָּמָה,bama,"stage, platform",6
מכחולים,מִכְחוֹלִים,mikhḥolim,paintbrushes,11
קהל,קָהָל,qahal,"audience, crowd",5
אוסף,אֹסֶף,’osef,collection,5
איור,אִיוּר,’iyur,illustration,6
שירה,שִׁירָה,shira,poetry,7
ספרות,סִפְרוּת,sifrut,literature,8
צלם,צַלָּם,tzallam,photographer,6
ריקוד,רִקּוּד,riqqud,dance (noun),7
אופנה,אָפְנָה,’ofna,fashion,7
רקדניות,רַקְדָנִיּוֹת,raqdaniyyot,dancers (female),13
סגנונות,סִגְנוֹנוֹת,signonot,styles,11
אמנות,אָמָנוּת,’amanut,art,8
דמות,דְּמוּת,dmut,"character, figure",7
צילום,צִלּוּם,tzillum,photography,7
אַל,אַל,’al,don't,3
אַל תיגע,אַל תִּיגַע,’al tiga‘,"don't touch (m, s)",11
אַל תיגעי,אַל תִּיגְעִי,’al tig‘i,"don't touch (f, s)",13
אַל תיגעו,אַל תִּיגְּעוּ,’al tig‘u,don't  touch (p),14
אַל תיתן,אַל תִּיתֵּן,’al titen,"don't give (m, s)",12
אַל תיתני,אַל תִּתְּנִי,’al tittᵉni,"don't give (f, s)",13
אַל תיתנו,אַל תִּיתְּנוּ,’al titnu,don't  give (p),14
אַל תספר,אַל תְּסַפֵּר,’al tᵉsapper,"don't tell (m, s)",13
אַל תספרי,אַל תְּסַפְּרִי,’al tᵉsappᵉri,"don't tell (f, s)",15
אַל תספרו,אַל תְּסַפְּרוּ,’al tsapru,don't tell (p),15
אַל תחליט,אַל תַּחְלִיט,’al taḥlit,"don't decide (m, s)",13
אַל תחליטי,אַל תַּחְלִיטִי,’al taḥliti,"don't decide (f, s)",15
אַל תחליטו,אַל תַּחְלִיטוּ,’al taḥlitu,don't decide (p),15
אַל תשתמש,אַל תִּשְתַּמֵשׁ,’al tishtamesh,"don't use (m, s)",16
אַל תשתמשי,אַל תִּשְׁתַּמְּשִׁי,’al tishtammᵉshi,"don't use (f, s)",20
אַל תשתמשו,אַל תִּשְתַּמְשׁוּ,’al tishtamshu,don't use (p),18
אַל תתעלם,אַל תִּתְעַלֵם,’al tit‘alem,"don't ignore (m, s)",14
אַל תתעלמי,אַל תִּתְעַלְמִי,’al tit‘almi,"don't ignore (f, s)",16
אַל תתעלמו,אַל תִּתְעַלְמוּ,’al tit‘almu,don't ignore (p),16
אַל תאכל,אַל תֹּאכַל,’al to’khal,"don't eat (m, s)",11
אַל תאכלי,אַל תֹּאכְלִי,’al to’khli,"don't eat (f, s)",13
אַל תאכלו,אַל תֹּאכְלוּ,’al to’khlu,don't eat (p),13
אַל תשתה,אַל תִּשְתֶה,’al tishte,"don't drink (m, s)",12
אַל תשתי,אַל תִּשְתִי,’al tishti,"don't drink (f, s)",12
אַל תשתו,אַל תִּשְתוּ,’al tishtu,don't drink (p),12
אַל תקשיב,אַל תַּקְשִׁיב,’al taqshiv,"don't listen (m, s)",14
אַל תקשיבי,אַל תַּקְשִׁיבִי,’al taqshivi,"don't listen (f, s)",16
אַל תקשיבו,אַל תַּקְשִׁיבוּ,’al taqshivu,don't listen (p),16
אַל תגיע,אַל תַּגִיעַ,’al tagia‘,"don't arrive (m, s)",12
אַל תגיעי,אַל תַּגִיעִי,’al tagi‘i,"don't arrive (f, s)",13
אַל תגיעו,אַל תַּגִיעוּ,’al tagi‘u,don't arrive (p),13
אַל תתחיל,אַל תַּתְחִיל,’al tatḥil,"don't start (m, s)",13
אַל תתחילי,אַל תַּתְחִילִי,’al tatḥili,"don't start (f, s)",15
אַל תתחילו,אַל תַּתְחִילוּ,’al tatḥilu,don't start (p),15
אַל תחכה,אַל תְּחַכֶּה,’al tᵉḥakke,"don't wait (m, s)",13
אַל תחכי,אַל תְּחַכִּי,’al tᵉḥakki,"don't wait (f, s)",13
אַל תחכו,אַל תְּחַכּוּ,’al tᵉḥakku,don't wait (p),13
אַל תרגיש,אַל תַּרְגִּישׁ,’al targish,"don't feel (m, s)",15
אַל תרגישי,אַל תַּרְגִּישִי,’al targishi,"don't feel (f, s)",16
אַל תרגישו,אַל תַּרְגִּישׁוּ,’al targishu,don't feel (p),17
אַל תסביר,אַל תַּסְבִּיר,’al tasbir,"don't explain (m, s)",14
אַל תסבירי,אַל תַּסְבִּירִי,’al tasbiri,"don't explain (f, s)",16
אַל תסבירו,אַל תַּסְבִּירוּ,’al tasbiru,don't explain (p),16
אַל תדבר,אַל תְּדַבֵּר,’al tdabber,"don't speak (m, s)",13
אַל תדברי,אַל תְּדַבְּרִי,’al tdabri,"don't speak (f, s)",15
אַל תדברו,אַל תְּדַבְּרוּ,’al tdabru,don't speak (p),15
אַל תערבב,אַל תְּעַרְבֵּב,’al tᵉ‘arbev,"don't mix (m, s)",15
אַל תערבבי,אַל תְּעַרְבְּבִי,’al tᵉ‘arbᵉvi,"don't mix (f, s)",17
אַל תערבבו,אַל תְּעַרְבְּבוּ,’al tᵉ‘arbᵉvu,don't mix (p),17
אַל תשאל,אַל תִּשְאַל,’al tish’al,"don't ask (m, s)",12
אַל תשאלי,אַל תִּשְאֲלִי,’al tish’ali,"don't ask (f, s)",14
אַל תשאלו,אַל תִּשְאֲלוּ,’al tish’alu,don't ask (p),14
אַל תנסה,אַל תְּנַסֵּה,’al tnasse,"don't try (m, s)",13
אַל תנסי,אַל תְּנַסִי,’al tnasi,"don't try (f, s)",12
אַל תנסו,אַל תְּנַסוּ,’al tnasu,don't try (p),12
אַל תשנה,אַל תְּשַׁנֶּה,’al tᵉshanne,"don't change (m, s)",14
אַל תשני,אַל תְּשַׁנִּי,’al tᵉshanni,"don't change (f, s)",14
אַל תשנו,אַל תִּשְנוּ,’al tᵉshannu,don't change (p),12
אַל תשכח,אַל תִּשְכַּח,’al tishkaḥ,"don't forget (m, s)",13
אַל תשכחי,אַל תִּשְׁכְּחִי,’al tishkᵉḥi,"don't forget (f, s)",16
אַל תשכחו,אַל תִּשְׁכְּחוּ,’al tishkᵉḥu,don't forget (p),16
אַל תסגור,אַל תִּסְגוֹר,’al tisgor,"don't close (m, s)",13
אַל תסגרי,אַל תִּסְגְּרִי,’al tisgᵉri,"don't close (f, s)",15
אַל תסגרו,אַל תִּסְגְּרוּ,’al tisgᵉru,don't close (p),15
אַל תשלח,אַל תִּשְׁלַח,’al tishlaḥ,"don't send (m, s)",13
אַל תשלי,אַל תִּשְׁלְחִי,’al tishlᵉḥi,"don't send (f, s)",15
אַל תשלחו,אַל תִּשְׁלְּחוּ,’al tishlᵉḥu,don't send (p),16
אַל תלך,אַל תֵּלֵךְ,’al telekh,"don't go (m, s)",11
אַל תלכי,אַל תֵּלְכִי,’al telkhi,"don't go (f, s)",12
אַל תלכו,אַל תֵּלְכוּ,’al telkhu,don't go (p),12
אַל תעמוד,אַל תַּעְמוֹד,’al ta‘mod,"don't stand (m, s)",13
אַל תעמדי,אַל תַּעַמְדִי,’al ta‘amdi,"don't stand (f, s)",14
אַל תעמדו,אַל תַּעְמְדוּ,’al ta‘mᵉdu,don't stand (p),14
אַל תפתח,אַל תִּפְתַּח,’al tiftaḥ,"don't open (m, s)",13
אַל תפתחי,אַל תִּפְתְּחִי,’al tiftᵉḥi,don't open (f),15
אַל תפתחו,אַל תִּפְתְּחוּ,’al tiftᵉḥu,don't open (p),15
אַל תיקח,אַל תִּקַּח,’al tiqqaḥ,"don't take (m, s)",11
אַל תיקחי,אַל תִּקְּחִי,’al tiqqᵉḥi,"don't take (f, s)",13
אַל תיקחו,אַל תִּקַּחוּ,’al tiqqᵉḥu,don't take (p),13
אַל תעשה,אַל תַּעֲשֶׂה,’al ta‘ase,"don't do (m, s)",13
אַל תעשי,אַל תַּעֲשִׂי,’al ta‘asi,"don't do (f, s)",13
אַל תעשו,אַל תַּעֲשׂוּ,’al ta‘asu,don't do (p),13
אַל תהיה,אַל תִּהְיֶה,’al tihye,"don't be (m, s)",12
אַל תהיי,אַל תִּהְיִי,’al tihyi,"don't be (f, s)",12
אַל תהיו,אַל תִּהְיוּ,’al tihyu,don't be (p),12
אַל תאמר,אַל תֹּאמַר,’al to’mar,"don't say (m, s)",11
אַל תאמרי,אַל תֹּאמְרִי,’al to’mᵉri,"don't say (f, s)",13
אַל תאמרו,אַל תֹּאמְרוּ,’al to’mᵉru,"don't say (m, p)",13
תקשורת,תִּקְשׁוֹרֶת,tiqshoret,"communication, media",12
רובוט,רוֹבּוֹט,robot,robot,8
לוחץ,לוֹחֵץ,loḥetz,I / you m. sg. / he / it press(es),6
להדליק,לְהַדְלִיק,lᵉhadliq,to turn on,10
גלויה,גְּלוּיָה,gluya,postcard,9
לוחצת,לוֹחֶצֶת,loḥetzet,I / you f. sg. / she / it press(es),8
מדליק,מַדְלִיק,madliq,I / you m. sg. / he / it turn(s) on,8
לכבות,לְכַבּוֹת,lᵉkhabbot,to turn off,9
מכבים,מְכַבִּים,mᵉkhabbim,we / you m. pl. / they m. turn off,9
בול,בּוּל,bul,stamp,5
בולים,בּוּלִים,bulim,stamps,8
מדליקה,מַדְלִיקָה,madliqa,I / you f. sg. / she / it turn(s) on,10
הודעה,הוֹדָעָה,hoda‘a,message,8
טקסט,טֶקְסְט,teqst,text,7
טקסטים,טֶקְסְטִים,teqsᵉtim,texts,10
מידע,מִּידָע,mida‘,information,7
ערוץ,עָרוּץ,‘arutz,channel,6
ערוצים,עֲרוּצִים,‘arutzim,channels,9
חדשות,חֲדָשׁוֹת,ḥadashot,news,9
מוריד,מוֹרִיד,morid,I / you m. sg. / he / it download(s),7
מעלֶה,מַעֲלֶה,ma‘ale,I / you m. sg. / he / it uploads,7
מעלים,מַעֲלִים,ma‘alim,we / you m. pl. / they m. upload,8
להוריד,לְהוֹרִיד,lᵉhorid,to download,9
בלוג,בְּלוֹג,blog,blog,7
רשת,רֶשֶׁת,reshett,network,6
רשתות,רְשָׁתוֹת,rᵉshatot,networks,9
מורידים,מוֹרִידִים,moridim,we / you m. pl. / they m. download,10
הורדה,הוֹרָדָה,horada,download,8
מייל,מֵיְל,meyl,email,5
תוכנה,תָּכְנָה,takhna,software,8
קובץ,קֹבֶץ,qovetz,computer file,5
קבצים,קְבָצִים,qᵉvatzim,computer files,8
מקלדת,מִקְלֶדֶת,miqledet,keyboard,9
מקלדות,מַקְלְדוֹת,miqladot,keyboards,10
חומרה,חָמְרָה,ḥamᵉra,hardware,7
מחשב נייד,מַחְשֵׁב נִיָּד,maḥshev niyyad,laptop,15
באג,בָּאג,ba’g,bug,5
באגים,בַּאֲגִים,ba’agim,bugs,9
מתכנת,מְתַכְנֵת,mᵉtakhnet,programmer,9
מתכנתים,מְתַכְנְתִים,mᵉtakhnᵉtim,programmers,12
נתונים,נְּתוּנִים,nᵉtunim,data,10
עמוד בית,עַמּוּד בַּיִת,‘ammud bayit,homepage,14
אינטרנט,אִינְטֶרְנֶט,’inᵉternet,internet,12
סיסמא,סִּיסְמָא,sisma’,password,9
סיסמאות,סִיסְמָאוֹת,sisma’ot,passwords,11
דפדפן,דַּפְדְּפָן,dafdᵉfan,browser,11
אתר,אֲתָר,’atar,website,5
חיפוש,חִפּוּשׂ,ḥippus,search,8
חיפושים,חִפּוּשִׂים,ḥippusim,searches,11
התנצלות,הִתְנַצְּלוּת,hitnatzlut,apology,13
התנצלויות,הִתְנַצְּלֻיּוֹת,hitnatztzᵉluyyot,apologies,16
שמיעה,שְׁמִיעָה,shmi‘a,"hearing, sound",9
פתיחה,פְּתִיחָה,ptiḥa,opening,9
מכירה,מְּכִירָה,mᵉkhira,sale,9
למידה,לְמִידָה,lᵉmida,learning,8
דרישה,דְּרִישָׁה,drisha,"demand, requirement",10
דרישות,דְּרִישׁוֹת,drishot,requirements,11
הליכה,הַלִּיכָה,hallikha,"walking, going",9
שינה,שִׁינָה,shina,sleep,7
ריצה,רִיצָה,ritza,running,6
הזמנה,הַזְמָנָה,hazmana,"order, invitation",9
לימוד,לִימוּד,limud,"study, learning",7
סיפור,סִּיפּוּר,sipur,story,9
סיפורים,סִּיפּוּרִים,sipurim,stories,12
בישול,בִּשּׁוּל,bishshul,cooking,9
אימון,אִימוּן,’imun,training,7
כתיבה,כְּתִיבָה,ktiva,writing,9
צפייה,צְפִיָּה,tzfiyya,watching,8
חשיבה,חֲשִׁיבָה,ḥashiva,thinking,9
קנייה,קְנִיָּה,qniyya,buying,8
קריאה,קְרִיאָה,qri’a,reading,8
מעבדה,מַעְבָּדָה,ma‘avadat,laboratory,10
גרמים,גְּרָמִים,gramim,grams,9
אלכוהול,אַלְכּוֹהוֹל,’alkohol,alcohol,12
טון,טוֹן,ton,ton,4
קילו,קִילוֹ,qilo,kilo,6
גרם,גְּרָם,gram,gram,6
קילוגרמים,קִילוֹגְרָמִים,qilogramim,kilograms,14
עוּבדות,עֻבְדּוֹת,‘uvdot,facts,9
מנמיכים,מַנְמִיכִים,manmikhim,"reduce, lower (m,p)",11
מנמיך,מַנְמִיךְ,manmiykh,"reduce, lower (m,s)",9
תיאוריה,תֵּאוֹרְיָה,te’orya,theory,11
תיאוריות,תֵּאוֹרְיוֹת,te’oryot,theories,12
כוח משיכה,כּוֹחַ מְשִׁיכָה,koaḥ mᵉshikha,gravitational force,16
סיבות,סִבּוֹת,sibbot,reasons,7
עובדה,עֻבְדָּה,‘uvda,fact,8
מגבירים,מַגְבִּירִים,magbirim,"amplifies (m,p)",12
מגביר,מַגְבִּיר,magbir,"amplifies (m,s)",9
תא,תָּא,ta’,cell,4
מדענים,מַדְעָנִים,mad‘anim,scientists,10
תגלית,תַּגְלִית,taglit,discovery,9
חשמלית,חַשְׁמַלִּית,ḥashmallit,tramcar,12
תאים,תָּאִים,ta’im,cells,7
מחזור,מַחְזוֹר,maḥzor,cycle,8
חשמלי,חַשְׁמַלִּי,ḥashmalli,electric,11
חקירה,חֲקִירָה,ḥaqira,investigation,8
ביולוגיה,בִּיוֹלוֹגְיָה,biyologya,biology,14
פיזיקה,פִיזִיקָה,fiziqa,physics,9
גנטיקה,גֶּנֶטִיקָה,genetiqa,genetics,11
כימיה,כִימְיָה,khimᵉya,chemistry,8
פילוסופיה,פִילוֹסוֹפְיָה,filosofya,philosophy,14
גיאוגרפיה,גֵּאוֹגְרַפְיָה,ge’ografya,geography,15
עקרונות,עֶקְרוֹנוֹת,‘eqronot,principles,11
מחצבים,מַחְצַבִּים,maḥtzabbim,minerals,11
נוסחה,נֻסְחָה,nusḥa,formula,7
מדי חום,מַדֵי חֹם,madei ḥom,thermometers,9
נוסחאות,נֻסְחָאוֹת,nusḥa’ot,formulas,10
מאמר,מַאֲמָר,ma’amar,article,7
הגדרה,הַגְדָּרָה,hagdara,definition,10
מסה,מָסָה,masa,mass,5
מרחק,מֶרְחָק,merḥaq,distance,7
דגימה,דְּגִימָה,dgima,sample,9
אנרגיה,אֶנֶרְגְּיָה,’energᵉya,energy,12
מהירות,מְהִירוּת,mᵉhirut,speed,9
גודל,גֹּדֶל,godel,size,6
משקל,מִשְׁקָל,mishqal,weight,8
דגימות,דְּגִימוֹת,dgimot,samples,10
תזה,תֶּזָה,teza,hypothesis,6
מדע,מַדָּע,madda‘,science,6
פרויקט,פְּרוֹיֶקְט,proyeqt,project,11
טכנולוגיה,טֶכְנוֹלוֹגְיָה,tekhnologya,technology,15
מחקר,מֶחְקָר,meḥqar,research,7
שיטה,שִׁיטָה,shita,method,7
לכוון,לְכַוֵּן,lᵉkhavven,"to tune, to aim",8
מפוחית,מַפּוּחִית,mappuḥit,harmonica,10
צליל,צְלִיל,tzlil,sound,6
מכוונת,מְכַוֶּנֶת,mᵉkhavvenet,"tune, aim (f,s)",10
ים-תיכונית,יַם-תִּיכוֹנִית,yam-tikhonit,"Mediterranean, oriental",15
סולם,סֻלָּם,sullam,"music scale, ladder",6
מנצח,מְנַצֵּחַ,mᵉnatztzeaḥ,conductor (m),9
מנצחים,מְנַצְּחִים,mᵉnatzḥim,conductors (m),11
רמקולים,רַמְקוֹלִים,ramqolim,speakers (music),11
כנר,כַּנָּר,kannar,violinist,7
הד,הֵד,hed,echo,3
חצוצרה,חֲצוֹצְרָה,ḥatzotzra,trumpet,10
מתופפים,מְתוֹפְפִים,mᵉtoffim,"drummers (m,p)",11
מלחינה,מַלְחִינָה,malḥina,composer (f),10
מלחינים,מַלְחִינִים,malḥinim,"composers (m,p)",11
אקורדים,אָקוֹרְדִים,’aqordim,chords,11
גיטריסט,גִּיטָרִיסְט,gitariyst,guitarist,12
מלחינות,מַלְחִינוֹת,malḥinot,"composers (f,p)",11
נגן,נַגָּן,naggan,musician,6
נגנים,נַגָּנִים,nagganim,musicians,9
ז'אנר,ז'ָאנר,za’nr',genre,6
יצירה,יְצִירָה,yᵉtzira,"creation, musical piece",8
קונצרט,קוֹנְצֶרְט,qontzert,concert,10
תוף,תֹּף,tof,drum,4
סינתיסייזר,סִינְתִּיסַיְזֶר,sintisayzer,synthesizer,16
תופים,תֻּפִּים,tuppim,drums,8
נבל,נֵבֶל,nevel,harp,5
כלֵי נגינה,כְּלֵי נְגִינָה,klei nᵉgina,musical instruments,15
חליל,חָלִיל,ḥalil,flute,6
כלִי נגינה,כְּלִי נְגִינָה,kli nᵉgina,musical instrument,15
גיטרה,גִּיטָרָה,gitara,guitar,9
לנגן,לְנַגֵּן,lᵉnaggen,to play (music),8
מוזיקה,מוּזִיקָה,muziqa,music,9
כינור,כִּנּוֹר,kinnor,violin,8
שיר,שִׁיר,shir,song,5
זמרת,זַמֶּרֶת,zammeret,singer (f),8
להקות,לְהָקוֹת,lᵉhaqot,bands,8
שירים,שִׁירִים,shirim,songs,8
לזמר,לְזַמֵּר,lᵉzammer,to sing,8
